metric,tasks,process_rows,median,q25,q75,iqr,task_cluster_bootstrap_lo,task_cluster_bootstrap_hi,bootstrap_samples,seed,artifact_source,notes
host_lifecycle_inflation,8,24,1.053227151445516,0.9979710871664558,1.114236904224581,0.11626581705812522,0.950311437809378,1.5565477567733967,20000,20260827,artifacts/workshop2026/lifecycle_ablation/lifecycle_ablation.csv,IQR is over process-level medians; bootstrap resamples tasks and retains all three process rows for each sampled task
enclosing_event_inflation,8,24,1.0000973185234305,0.9918573552356748,1.0019115077818994,0.01005415254622466,0.9922476641764391,1.2122497264099181,20000,20260827,artifacts/workshop2026/lifecycle_ablation/lifecycle_ablation.csv,IQR is over process-level medians; bootstrap resamples tasks and retains all three process rows for each sampled task
